City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,maputo,-25.9653,32.5892,18.82,77,75,1.03,MZ,1694059105
288,yuzhno-kurilsk,44.0306,145.8556,15.6,90,93,9.82,RU,1694058844
289,yorkton,51.2167,-102.4677,16.91,55,75,6.17,CA,1694058907
290,san mariano,7.5,126.0,28.07,81,69,0.7,PH,1694059106
291,manado,1.487,124.8455,33.43,49,40,3.6,ID,1694059106
292,hovd,48.0056,91.6419,17.24,22,98,2.22,MN,1694059107
293,leava,-14.3,-178.1667,26.74,71,48,8.33,WF,1694059107
294,sola,-13.8833,167.55,28.37,65,75,5.14,VU,1694059109
295,nieves,15.3274,120.9485,32.73,70,100,2.77,PH,1694059109
296,labuan,5.2767,115.2417,27.2,78,20,1.54,MY,1694059109
297,kostomuksha,64.571,30.5767,6.58,86,90,1.84,RU,1694059110
298,laguna,38.421,-121.4238,25.99,59,0,3.09,US,1694059110
299,miri,4.4148,114.0089,29.08,84,40,1.54,MY,1694059110
300,minas de marcona,-15.2119,-75.1103,11.95,89,48,7.51,PE,1694059110
301,hammerfest,70.6634,23.6821,10.25,87,100,6.17,NO,1694059111
302,flin flon,54.7682,-101.865,13.94,60,100,5.91,CA,1694059111
303,susuman,62.7833,148.1667,5.53,86,100,1.54,RU,1694059111
304,pechora,65.1472,57.2244,14.21,79,99,4.18,RU,1694059111
305,bembereke,10.2283,2.6634,21.24,91,8,1.85,BJ,1694059112
306,sao joao da barra,-21.6403,-41.0511,20.79,89,100,7.18,BR,1694059112
307,sucre,-19.0333,-65.2627,13.83,65,100,2.32,BO,1694059112
308,siliguri,26.7,88.4333,26.72,86,100,1.97,IN,1694059112
309,ouesso,1.6136,16.0517,21.86,96,48,0.34,CG,1694059113
310,figuig (centre),32.1089,-1.2286,26.19,30,54,2.24,MA,1694059113
311,nikolayevsk-on-amure,53.1406,140.73,20.64,42,25,3.6,RU,1694059113
312,gijang,35.2442,129.2139,27.85,66,1,9.46,KR,1694059113
313,hithadhoo,-0.6,73.0833,28.08,74,82,3.84,MV,1694059114
314,saint-philippe,-21.3585,55.7679,21.73,61,1,2.91,RE,1694059114
315,laayoune,27.1622,-13.2032,23.19,100,71,1.54,EH,1694059115
316,kavieng,-2.5744,150.7967,28.27,77,98,7.4,PG,1694059115
317,klyuchi,52.2667,79.1667,11.96,72,100,4.7,RU,1694059115
318,bubaque,11.2833,-15.8333,26.46,81,66,4.67,GW,1694059115
319,colonia,50.9333,6.95,18.23,85,0,2.57,DE,1694059116
320,malaga,36.7202,-4.4203,25.41,85,75,3.58,ES,1694059116
321,zuni pueblo,35.0725,-108.8506,21.35,24,0,4.2,US,1694059116
322,uthal,25.8072,66.6219,27.71,73,16,0.75,PK,1694059117
323,nova vicosa,-17.8919,-39.3719,22.68,80,5,4.03,BR,1694059117
324,talovskiy,51.1144,40.73,14.17,74,55,6.13,RU,1694059117
325,xam nua,20.4197,104.0439,28.0,63,43,1.31,LA,1694059118
326,kenai,60.5544,-151.2583,14.05,70,0,8.23,US,1694058857
327,al kharijah,25.4514,30.5464,29.81,16,31,0.83,EG,1694059118
328,mar del plata,-38.0023,-57.5575,10.53,84,0,8.49,AR,1694058903
329,tsiombe,-25.3,45.4833,19.09,87,62,0.89,MG,1694059119
330,arraial do cabo,-22.9661,-42.0278,20.61,84,98,6.68,BR,1694058870
331,linda,39.1277,-121.5508,26.98,48,0,4.12,US,1694059119
332,simod,7.4758,125.3408,28.3,74,71,1.59,PH,1694059119
333,nemuro,43.3236,145.575,17.23,82,8,8.1,JP,1694059120
334,marakkanam,12.2,79.95,28.06,74,100,5.72,IN,1694059120
335,luza,60.6308,47.2512,7.58,96,100,4.06,RU,1694059120
336,lisakovsk,52.5369,62.4936,16.32,57,59,2.64,KZ,1694059120
337,yemetsk,63.4721,41.7941,7.38,84,93,3.8,RU,1694059121
338,bonanza,14.0289,-84.591,23.07,93,12,0.35,NI,1694059121
339,juneau,58.3019,-134.4197,12.9,98,100,2.57,US,1694059121
340,san andres,12.5847,-81.7006,30.01,74,20,5.14,CO,1694059122
341,samana,19.2056,-69.3369,25.15,87,26,2.03,DO,1694059122
342,tuy hoa,13.0833,109.3,32.55,61,96,1.86,VN,1694059122
343,balkanabat,39.5108,54.3671,30.09,21,36,0.83,TM,1694059122
344,murun-kuren,49.6342,100.1625,16.38,40,0,3.61,MN,1694059123
345,quellon,-43.1167,-73.6167,8.14,100,100,5.14,CL,1694059123
346,segorbe,39.8138,-0.4521,21.22,87,11,1.08,ES,1694059123
347,maceio,-9.6658,-35.7353,22.69,94,75,3.6,BR,1694059124
348,meizhou,24.2977,116.1072,24.83,97,100,1.39,CN,1694059124
349,kirakira,-10.4544,161.9205,28.42,75,91,8.41,SB,1694058896
350,fort st. john,56.2499,-120.8529,12.94,50,75,2.57,CA,1694059125
351,mosjoen,65.836,13.1908,11.06,93,75,0.0,NO,1694059125
352,pitimbu,-7.4706,-34.8086,23.33,84,25,3.68,BR,1694059125
353,motueka,-41.1333,173.0167,18.94,47,4,2.67,NZ,1694059126
354,sapele,5.8941,5.6767,23.53,97,47,1.27,NG,1694059126
355,saipan,15.1355,145.701,26.39,100,100,5.14,MP,1694059126
356,west bay,19.3667,-81.4167,30.04,87,20,3.09,KY,1694059126
357,taybad,34.74,60.7756,24.45,17,0,3.49,IR,1694059127
358,high river,50.5834,-113.8687,12.31,84,25,1.12,CA,1694058948
359,midvagur,62.0511,-7.1939,13.46,100,100,5.66,FO,1694059127
360,santana,-0.0583,-51.1817,27.1,83,20,1.54,BR,1694059127
361,viedma,-40.8135,-62.9967,6.9,85,100,9.33,AR,1694059128
362,champerico,14.3,-91.9167,28.08,73,25,1.65,GT,1694059128
363,lhokseumawe,5.1801,97.1507,30.09,63,99,3.06,ID,1694059128
364,jutai,-5.1833,-68.9,25.38,43,5,1.0,BR,1694059129
365,howrah,22.5892,88.3103,29.0,84,75,3.09,IN,1694059129
366,cox's bazar,21.4532,91.9798,26.05,90,100,5.81,BD,1694059129
367,turkestan,43.3333,68.25,23.04,29,100,1.35,KZ,1694059129
368,zahedan,29.4963,60.8629,23.95,16,0,0.0,IR,1694059130
369,sanctuary point,-35.1114,150.629,25.11,45,1,6.9,AU,1694059130
370,colesberg,-30.72,25.0972,5.96,26,4,1.73,ZA,1694059130
371,naze,28.3667,129.4833,28.51,74,98,2.18,JP,1694059130
372,morant bay,17.8815,-76.4093,29.79,76,31,2.89,JM,1694059131
373,mariental,-24.6333,17.9667,13.98,26,19,2.88,NA,1694059131
374,pandan,14.0453,124.1694,31.22,64,100,2.94,PH,1694059131
375,ola,59.5833,151.2833,10.08,84,100,12.1,RU,1694059131
376,ulan bator,47.9077,106.8832,12.07,76,75,8.0,MN,1694058929
377,new norfolk,-42.7826,147.0587,17.72,44,86,2.15,AU,1694059132
378,ust'-ilimsk,58.0006,102.6619,14.32,73,94,3.24,RU,1694059133
379,ndende,-2.4008,11.3581,22.46,85,89,1.49,GA,1694059133
380,tazacorte,28.629,-17.9293,21.54,67,0,3.13,ES,1694059133
381,hobyo,5.3505,48.5268,25.57,83,98,8.17,SO,1694059134
382,bengkulu,-3.8004,102.2655,28.87,67,100,4.1,ID,1694059134
383,gizo,-8.103,156.8419,28.31,79,94,6.06,SB,1694059134
384,nuuk,64.1835,-51.7216,3.25,98,100,5.24,GL,1694059135
385,sarai,53.7458,41.0213,10.14,68,0,5.12,RU,1694059135
386,goleta,36.8181,10.305,22.0,88,20,3.6,TN,1694059135
387,khandyga,62.6667,135.6,5.93,69,100,1.94,RU,1694058871
388,hadibu,12.65,54.0333,26.16,83,79,9.19,YE,1694059136
389,lavras,-21.2453,-44.9997,17.53,71,96,3.99,BR,1694059136
390,kuching,1.55,110.3333,31.68,74,20,2.57,MY,1694059136
391,asaita,11.5636,41.4394,33.32,41,95,3.06,ET,1694059136
392,popondetta,-8.7537,148.2534,32.57,49,50,2.93,PG,1694059137
393,svetlogorsk,52.6333,29.7333,8.87,81,12,2.71,BY,1694059137
394,mahina,-17.5065,-149.489,26.87,69,40,5.14,PF,1694059137
395,yakeshi,49.2833,120.7333,27.92,44,69,9.84,CN,1694059137
396,banda aceh,5.5577,95.3222,29.53,63,100,0.98,ID,1694059138
397,muroto-misakicho,33.2833,134.15,28.84,63,0,8.78,JP,1694059138
398,tabou,4.423,-7.3528,24.19,90,99,2.65,CI,1694059138
399,murzuq,25.9155,13.9184,24.94,27,0,2.89,LY,1694059139
400,song cau,13.45,109.2167,32.88,59,62,2.27,VN,1694059139
401,thohoyandou,-22.9456,30.485,12.78,96,85,0.69,ZA,1694059139
402,zyryanovsk,49.7386,84.2719,14.47,73,46,1.5,KZ,1694059140
403,champasak,14.75,106.0,26.49,85,58,1.04,LA,1694059140
404,vicksburg,32.3526,-90.8779,28.85,35,0,3.09,US,1694059140
405,oakland,42.6667,-83.3999,22.01,93,75,2.06,US,1694059006
406,tuburan,6.6439,122.2736,30.05,80,99,1.86,PH,1694059141
407,dudinka,69.4058,86.1778,10.9,53,10,2.32,RU,1694059141
408,iranshahr,27.2025,60.6848,31.19,11,0,0.0,IR,1694059141
409,shaowu,27.3409,117.4831,24.78,93,100,1.55,CN,1694059142
410,olyokminsk,60.3736,120.4264,9.86,35,18,1.48,RU,1694059142
411,kargasok,59.0556,80.8572,10.32,97,100,3.07,RU,1694059142
412,katsuura,35.1333,140.3,26.44,78,100,5.49,JP,1694059142
413,kitimat,54.0524,-128.6534,15.21,97,78,1.36,CA,1694059143
414,bandon,51.7469,-8.7425,17.77,96,100,1.84,IE,1694059143
415,lesneven,48.5723,-4.3213,22.25,88,0,2.57,FR,1694059143
416,vikulovo,56.8167,70.6107,11.53,66,100,2.57,RU,1694059143
417,harstad,68.799,16.5293,10.66,90,100,5.36,NO,1694059144
418,prineville,44.2999,-120.8345,21.39,36,0,4.12,US,1694059144
419,garoua boulai,5.8833,14.55,18.97,96,93,1.77,CM,1694059144
420,ampanihy,-24.7,44.75,17.1,92,32,1.26,MG,1694059145
421,myitkyina,25.3833,97.4,27.96,84,94,0.89,MM,1694059145
422,kandhla,29.3167,77.2667,31.44,50,1,0.82,IN,1694059145
423,yamada,39.4667,141.95,23.86,72,45,4.38,JP,1694059146
424,bay harbor,30.1471,-85.6146,28.31,78,40,3.09,US,1694059146
425,mugia,43.1041,-9.2179,16.76,76,44,5.02,ES,1694059146
426,tamandare,-8.7597,-35.1047,22.94,87,56,2.95,BR,1694059146
427,kapit,2.0167,112.9333,29.48,71,99,1.38,MY,1694059147
428,harper,4.375,-7.7169,24.54,88,99,3.12,LR,1694059147
429,warrnambool,-38.3833,142.4833,14.5,62,100,7.77,AU,1694059147
430,zaozersk,69.4005,32.4476,8.62,82,99,7.49,RU,1694059148
431,dakhla,23.6848,-15.958,21.46,87,69,5.65,EH,1694059148
432,carloforte,39.145,8.3058,21.86,70,0,3.57,IT,1694059148
433,beilen,52.8611,6.5123,18.25,85,81,3.43,NL,1694059148
434,barah,13.7,30.3667,27.86,62,43,3.74,SD,1694059073
435,martuk,50.7475,56.5056,18.64,55,49,2.63,KZ,1694059149
436,faya-largeau,17.9257,19.1043,33.37,34,5,2.67,TD,1694059149
437,uri,34.0833,74.0333,26.01,50,0,0.39,IN,1694059150
438,margate,51.3813,1.3862,19.94,97,44,0.89,GB,1694059150
439,al qadarif,14.0349,35.3834,23.27,86,98,3.35,SD,1694059150
440,mao,39.8885,4.2658,20.31,88,0,1.54,ES,1694059151
441,haridwar,29.9667,78.1667,29.44,55,18,1.27,IN,1694059151
442,nadi,-17.8,177.4167,27.0,61,20,7.2,FJ,1694059133
443,broome,42.2506,-75.833,24.26,86,0,1.18,US,1694059152
444,malanje,-9.5402,16.341,19.37,79,80,2.8,AO,1694059152
445,shenkursk,62.1091,42.896,7.53,88,98,4.72,RU,1694059152
446,narvik,68.4384,17.4272,10.77,99,100,2.57,NO,1694059152
447,masinloc,15.5333,120.05,24.54,73,100,2.44,PH,1694059153
448,carauari,-4.8828,-66.8958,25.72,43,56,0.73,BR,1694059001
449,rakvere,59.3464,26.3558,9.16,92,22,2.35,EE,1694059153
450,swainsboro,32.5974,-82.3337,25.02,63,27,3.03,US,1694059153
451,sur,22.5667,59.5289,29.38,63,5,4.3,OM,1694059154
452,wynyard,-41.0,145.7167,14.9,69,61,3.77,AU,1694059154
453,redon,47.8333,-1.8333,20.06,92,88,2.58,FR,1694059154
454,orchard homes,46.8633,-114.0484,14.77,89,87,0.45,US,1694059154
455,mount isa,-20.7333,139.5,32.87,18,5,4.63,AU,1694059155
456,dolinsk,47.35,142.8,19.11,52,0,3.45,RU,1694059155
457,adrar,20.5022,-10.0711,30.83,43,66,3.28,MR,1694059155
458,turbat,26.0023,63.044,27.67,74,27,2.59,PK,1694059156
459,pascagoula,30.3658,-88.5561,29.02,94,0,0.0,US,1694059156
460,altay,47.8667,88.1167,16.07,54,100,1.76,CN,1694059156
461,ebon,4.582,168.6964,29.21,73,28,6.36,MH,1694059156
462,mgandu,-5.95,34.1333,18.26,66,58,1.71,TZ,1694059157
463,nabire,-3.3667,135.4833,28.24,81,78,1.73,ID,1694059157
464,halvad,23.0167,71.1833,30.85,59,33,7.61,IN,1694059157
465,krasnosel'skiy,53.2645,24.4301,13.98,83,86,2.9,BY,1694059158
466,choyr,46.3611,108.3611,18.03,51,11,11.27,MN,1694059158
467,masterton,-40.9597,175.6575,14.89,63,2,2.47,NZ,1694059158
468,westport,41.1415,-73.3579,26.16,86,0,0.45,US,1694059117
469,ciudad madero,22.2667,-97.8333,30.03,78,2,3.88,MX,1694059159
470,salalah,17.0151,54.0924,26.05,83,0,1.54,OM,1694058956
471,ad dabbah,18.05,30.95,31.86,16,14,2.4,SD,1694059159
472,undurkhaan,47.3194,110.6556,23.14,40,70,9.43,MN,1694059159
473,takeo,10.9167,104.8333,31.07,60,99,2.79,KH,1694059160
474,usinsk,65.9939,57.5281,14.82,75,98,5.71,RU,1694059160
475,angaur state,6.906,134.13,28.88,70,45,2.55,PW,1694059160
476,lethbridge,49.7,-112.8186,15.45,44,40,3.09,CA,1694059160
477,aba,5.1066,7.3667,23.75,95,84,1.77,NG,1694059161
478,jeddah,21.5169,39.2192,30.92,74,0,0.0,SA,1694059161
479,sungailiat,-1.85,106.1333,28.49,69,100,3.77,ID,1694059162
480,pordic,48.5705,-2.8178,19.19,95,0,0.89,FR,1694059162
481,lampang,18.3333,99.5,31.55,69,75,0.51,TH,1694059162
482,chinde,26.8418,88.0763,20.84,84,100,1.62,NP,1694058868
483,manicore,-5.8092,-61.3003,27.82,38,65,0.77,BR,1694059163
484,port hedland,-20.3167,118.5667,31.03,15,64,8.75,AU,1694058867
485,taroa,8.7058,171.2275,28.55,75,98,3.26,MH,1694059163
486,crane,31.3974,-102.3501,30.18,38,7,6.11,US,1694059164
487,lincheng,19.9078,109.6858,30.71,70,47,3.67,CN,1694059164
488,ormara,25.2088,64.6357,26.81,79,96,4.15,PK,1694059164
489,al hazm,16.1641,44.7769,29.75,22,25,0.54,YE,1694059164
490,arno,60.1167,18.6333,14.32,87,31,3.74,SE,1694059164
491,lucapa,-8.4192,20.7447,21.44,73,83,0.82,AO,1694059165
492,saint-pierre,-21.3393,55.4781,23.65,56,0,3.6,RE,1694059165
493,verkhnevilyuysk,63.4453,120.3167,6.4,45,61,3.22,RU,1694059165
494,pariaman,-0.619,100.12,28.03,77,100,2.13,ID,1694059083
495,mytilene,39.11,26.5547,23.9,73,20,1.03,GR,1694059166
496,missoula,47.0166,-113.8009,9.91,90,97,0.35,US,1694058889
497,keningau,5.3378,116.1602,28.31,77,99,0.69,MY,1694059166
498,quatre cocos,-20.2078,57.7625,23.38,70,8,4.31,MU,1694059167
499,afaahiti,-17.75,-149.2833,25.93,84,61,5.41,PF,1694059167
500,barclayville,4.6797,-8.2339,24.19,90,99,1.95,LR,1694059168
501,novoutkinsk,56.993,59.5571,13.3,69,4,1.94,RU,1694059168
502,bure,10.7,37.0667,12.55,91,53,1.72,ET,1694059168
503,prince rupert,54.3161,-130.3201,13.05,94,100,1.03,CA,1694059168
504,tosontsengel,48.7567,98.2839,14.72,40,2,4.63,MN,1694059169
505,shimoda,34.6667,138.95,26.2,88,100,5.93,JP,1694059169
506,dunedin,-45.8742,170.5036,14.42,63,7,2.45,NZ,1694059136
507,selfoss,63.9331,-20.9971,11.69,98,100,1.82,IS,1694059169
508,nieuw amsterdam,5.8833,-55.0833,27.23,87,97,3.76,SR,1694059170
509,terrace,54.5163,-128.6035,14.95,77,75,6.17,CA,1694059170
510,panacan,9.2463,118.4082,27.76,81,100,4.5,PH,1694059170
511,joshimath,30.5667,79.5667,24.38,53,53,2.09,IN,1694059171
512,constitucion,-35.3333,-72.4167,9.44,87,0,1.75,CL,1694059171
513,mana,5.6592,-53.7767,25.31,88,93,2.95,GF,1694059171
514,qui nhon,13.7667,109.2333,31.59,63,70,2.81,VN,1694059172
515,east london,-33.0153,27.9116,8.52,87,0,1.54,ZA,1694059172
516,nevel',56.0209,29.9284,7.06,87,0,1.34,RU,1694059172
517,sitka,57.0531,-135.33,14.94,77,100,3.6,US,1694059172
518,cockburn town,21.4612,-71.1419,29.03,72,99,2.92,TC,1694059173
519,la grande-motte,43.5667,4.0833,16.56,77,0,2.06,FR,1694059173
520,muang phonsavan,19.45,103.2167,24.87,79,94,0.71,LA,1694059173
521,sangkhla buri,15.1555,98.4536,24.16,97,100,0.28,TH,1694059173
522,port macquarie,-31.4333,152.9167,23.83,75,64,4.39,AU,1694059174
523,emerald,-23.5333,148.1667,29.88,24,0,5.71,AU,1694059174
524,tandlianwala,31.0333,73.1333,35.4,32,0,2.55,PK,1694059174
525,yatou,37.15,122.3833,27.84,68,52,2.84,CN,1694059174
526,trashi yangtse,27.6116,91.498,26.42,53,23,2.95,BT,1694059175
527,ponnani,10.767,75.9252,24.62,92,100,2.11,IN,1694059175
528,capitao poco,-1.7464,-47.0594,21.81,98,8,1.31,BR,1694059175
529,trairi,-3.2778,-39.2689,25.24,79,21,5.73,BR,1694059175
530,coahuayana de hidalgo,18.7,-103.6583,26.34,90,100,0.91,MX,1694059176
531,sumbe,-11.2061,13.8437,21.03,88,0,2.48,AO,1694059176
532,gazojak,41.1875,61.4036,25.02,23,46,5.12,TM,1694059176
533,ongjin,37.9347,125.3619,27.67,49,0,3.05,KP,1694059177
534,turpan,42.9333,89.1667,30.85,13,1,1.64,CN,1694059177
535,cortez,37.3489,-108.5859,16.42,39,0,1.54,US,1694059177
536,mahebourg,-20.4081,57.7,23.47,88,40,2.06,MU,1694059177
537,shiprock,36.7855,-108.687,27.19,18,0,1.78,US,1694059178
538,rio grande,-32.035,-52.0986,15.53,82,96,10.47,BR,1694058951
539,turuntayevo,52.2,107.6167,14.05,77,100,5.4,RU,1694059179
540,qarqaraly,49.4058,75.4742,11.17,49,8,3.77,KZ,1694059179
541,san antonio de pale,-1.4014,5.6325,23.2,84,100,5.42,GQ,1694059179
542,tshikapa,-6.4167,20.8,22.84,76,13,0.86,CD,1694059179
543,warren,39.4334,-84.1666,23.48,84,20,2.57,US,1694059144
544,waunakee,43.1919,-89.4557,19.36,93,100,4.12,US,1694058916
545,anchorage,61.2181,-149.9003,11.97,84,100,5.14,US,1694058993
546,ciudad bolivar,8.1222,-63.5497,25.7,80,33,3.49,VE,1694059181
547,safaga,26.7292,33.9365,32.22,32,0,4.02,EG,1694059181
548,xiangyang,32.0422,112.1448,30.99,51,2,3.54,CN,1694059113
549,qurayyat,31.3318,37.3428,24.1,35,0,4.12,SA,1694059181
550,kharkhorin,47.1975,102.8238,15.89,47,5,5.77,MN,1694059182
551,castillos,-34.1667,-53.8333,12.18,91,100,7.59,UY,1694059182
552,tangalle,6.024,80.7911,29.09,82,97,4.61,LK,1694059182
553,freetown,8.484,-13.2299,24.7,87,100,2.3,SL,1694059183
554,opuwo,-18.0607,13.84,16.61,33,37,1.17,NA,1694059183
555,pushkinskiye gory,57.0209,28.9103,6.7,89,4,1.26,RU,1694059183
556,vernal,40.4555,-109.5287,19.81,34,1,2.06,US,1694059183
557,otofuke,42.9917,143.2003,24.53,52,22,0.89,JP,1694059184
558,iron river,46.0927,-88.6423,12.53,96,100,4.22,US,1694059184
559,ko pha ngan,9.7578,100.0291,28.38,79,100,4.85,TH,1694059184
560,mizdah,31.4451,12.9801,19.12,86,0,4.58,LY,1694059185
561,akjoujt,19.6969,-14.4164,29.74,61,32,6.21,MR,1694059185
562,auki,-8.7676,160.7034,29.36,70,65,4.28,SB,1694059185
563,forster,-32.1667,152.5167,24.6,64,40,9.44,AU,1694059185
564,klaksvik,62.2266,-6.589,13.51,99,100,6.87,FO,1694059186
565,loiza,18.4313,-65.8802,28.93,82,40,2.57,PR,1694059186
566,grande prairie,55.1667,-118.8027,10.1,71,40,3.6,CA,1694058975
567,aflou,34.1128,2.1023,19.77,54,13,1.29,DZ,1694059186
568,makarov,48.6333,142.8,19.27,51,1,1.36,RU,1694059070
569,gatesville,31.4352,-97.7439,33.16,45,0,2.06,US,1694059187
570,beruwala,6.4788,79.9828,25.91,88,100,2.26,LK,1694059187
571,cidade velha,14.9167,-23.6167,26.26,94,100,13.38,CV,1694059187
572,khamis mushait,18.3064,42.7292,21.34,26,0,0.0,SA,1694059188
573,caconda,-13.7333,15.0667,13.62,89,0,1.01,AO,1694059188
574,porto belo,-27.1578,-48.5531,17.87,88,100,4.12,BR,1694059188
575,berdigestyakh,62.0989,126.6992,7.32,38,85,1.98,RU,1694059189
576,villa canas,-34.0057,-61.6076,10.53,88,100,3.85,AR,1694059189
577,aykhal,66.0,111.5,0.7,94,100,9.13,RU,1694059189
578,masuda,34.6667,131.85,28.15,74,40,6.17,JP,1694059189
579,sabang,5.8933,95.3214,27.92,78,100,4.06,ID,1694059190
580,watsa,3.0372,29.5355,17.54,98,100,1.18,CD,1694059190
